5.599999999999999645e+00,1.960000000000000142e+01,-5.000000000000000000e-01,4.799999999999999822e+00
5.599999999999999645e+00,1.960000000000000142e+01,-1.600000000000000089e+00,4.700000000000000178e+00
5.599999999999999645e+00,1.960000000000000142e+01,-2.700000000000000178e+00,4.700000000000000178e+00
5.599999999999999645e+00,1.960000000000000142e+01,-3.799999999999999822e+00,4.700000000000000178e+00
5.700000000000000178e+00,1.969999999999999929e+01,-4.900000000000000355e+00,4.700000000000000178e+00
5.799999999999999822e+00,1.980000000000000071e+01,-5.400000000000000355e+00,4.700000000000000178e+00
5.799999999999999822e+00,1.980000000000000071e+01,-5.400000000000000355e+00,4.700000000000000178e+00
5.799999999999999822e+00,1.980000000000000071e+01,-5.400000000000000355e+00,4.700000000000000178e+00
5.900000000000000355e+00,1.989999999999999858e+01,-5.299999999999999822e+00,4.700000000000000178e+00
5.900000000000000355e+00,1.989999999999999858e+01,-5.299999999999999822e+00,4.700000000000000178e+00
5.900000000000000355e+00,1.989999999999999858e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.099999999999999645e+00,2.010000000000000142e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.099999999999999645e+00,2.010000000000000142e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.099999999999999645e+00,2.010000000000000142e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.099999999999999645e+00,2.010000000000000142e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
6.000000000000000000e+00,2.000000000000000000e+01,-5.299999999999999822e+00,4.700000000000000178e+00
5.900000000000000355e+00,1.989999999999999858e+01,-5.299999999999999822e+00,4.700000000000000178e+00
5.900000000000000355e+00,1.989999999999999858e+01,-5.299999999999999822e+00,4.700000000000000178e+00
