0.000000000000000000e+00,0.000000000000000000e+00,9.496130292718580890e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.467979708846886666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.727114086448771995e+05,0.000000000000000000e+00,9.467979708846886666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.727114086448771995e+05,4.307039332369396512e+00,9.467979708846886666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,4.307039332369396512e+00,9.467979708846886666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,4.307039332369396512e+00,9.482055000782734666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,4.307039332369396512e+00,4.955302097247426864e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,2.520415609312461314e+01,4.955302097247426864e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,4.325806388283859327e+00,4.955302097247426864e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.436445906106201598e+00,4.325806388283859327e+00,4.955302097247426864e+05,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.085995311624074238e+05,4.325806388283859327e+00,4.955302097247426864e+05,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.497438837828208413e+00,4.325806388283859327e+00,4.955302097247426864e+05,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.497438837828208413e+00,4.325806388283859327e+00,4.955302097247426864e+05,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.497438837828208413e+00,4.335189916241091623e+00,4.955302097247426864e+05,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.497438837828208413e+00,4.335189916241091623e+00,9.477363236804118074e+00,7.032954203945234184e+00,0.000000000000000000e+00,0.000000000000000000e+00
