0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.668833918869495392e-02,-2.762383036315441132e-02,9.585956335067749023e-01,-3.004887374117970467e-03,1.735874451696872711e-03,1.574874389916658401e-03,-6.120387554168701172e+00,-4.130245208740234375e+00,1.337732553482055664e+00
-3.050095960497856140e-02,-2.786614373326301575e-02,9.529581665992736816e-01,1.741134561598300934e-03,2.732627093791961670e-03,4.983446560800075531e-04,-1.101669788360595703e+01,-7.434441566467285156e+00,2.407918691635131836e+00
-2.573518455028533936e-02,-2.108134329319000244e-02,9.556641578674316406e-01,2.218469977378845215e-03,1.628199592232704163e-03,2.044207882136106491e-03,-1.449100780487060547e+01,-9.496014595031738281e+00,3.415380239486694336e+00
-3.216898068785667419e-02,-1.720431447029113770e-02,9.570171236991882324e-01,8.785072714090347290e-05,2.108256332576274872e-03,4.370780661702156067e-04,-1.727045631408691406e+01,-1.114527320861816406e+01,4.221349239349365234e+00
-2.478202991187572479e-02,-2.447374351322650909e-02,9.572426676750183105e-01,-3.549300134181976318e-03,-1.577578950673341751e-03,4.265462048351764679e-04,-1.950501251220703125e+01,-1.289299297332763672e+01,4.717206954956054688e+00
-2.216085232794284821e-02,-2.423143014311790466e-02,9.579191207885742188e-01,-2.944484353065490723e-03,-1.020274125039577484e-03,-1.030224375426769257e-04,-2.129265785217285156e+01,-1.429116916656494141e+01,5.113893032073974609e+00
-2.406716346740722656e-02,-2.907771617174148560e-02,9.536346793174743652e-01,-7.963706739246845245e-04,1.600763294845819473e-03,9.380411356687545776e-04,-2.272608375549316406e+01,-1.555755901336669922e+01,5.148763179779052734e+00
-2.549689635634422302e-02,-1.938514411449432373e-02,9.583701491355895996e-01,2.338562393561005592e-03,3.120062407106161118e-03,1.434728503227233887e-03,-2.387282371520996094e+01,-1.657067108154296875e+01,5.176659107208251953e+00
-3.312213346362113953e-02,-2.108134329319000244e-02,9.556641578674316406e-01,2.050492912530899048e-04,3.044879995286464691e-03,8.808663114905357361e-04,-2.479021644592285156e+01,-1.738116073608398438e+01,5.198976039886474609e+00
-2.549689635634422302e-02,-2.495837211608886719e-02,9.570171236991882324e-01,-2.915635006502270699e-03,-6.635244935750961304e-04,8.596405386924743652e-04,-2.537793922424316406e+01,-1.788084602355957031e+01,5.359379291534423828e+00
-2.811807207763195038e-02,-2.810845896601676941e-02,9.565661549568176270e-01,-2.326088258996605873e-03,-1.166826114058494568e-03,3.196359612047672272e-04,-2.584811782836914062e+01,-1.828059387207031250e+01,5.487701892852783203e+00
-2.192256413400173187e-02,-2.641225792467594147e-02,9.552131295204162598e-01,8.457053918391466141e-04,9.384518489241600037e-04,3.119339235126972198e-04,-2.608532905578613281e+01,-1.873824119567871094e+01,5.587063312530517578e+00
-2.811807207763195038e-02,-2.083902992308139801e-02,9.585956335067749023e-01,1.863908022642135620e-03,2.993000671267509460e-03,8.237077854573726654e-04,-2.627509880065917969e+01,-1.910435867309570312e+01,5.666552543640136719e+00
-2.668833918869495392e-02,-2.398911491036415100e-02,9.529581665992736816e-01,7.804133929312229156e-04,8.437177166342735291e-04,8.038594387471675873e-04,-2.657332038879394531e+01,-1.954291534423828125e+01,5.727298259735107422e+00
-2.859464846551418304e-02,-2.035440132021903992e-02,9.588211178779602051e-01,-2.769727725535631180e-04,2.900549210608005524e-03,2.651987597346305847e-04,-2.681189727783203125e+01,-1.989376068115234375e+01,5.775894641876220703e+00
-2.787978202104568481e-02,-2.374680154025554657e-02,9.538601636886596680e-01,-1.308879815042018890e-03,7.534944452345371246e-04,2.588084898889064789e-04,-2.728083229064941406e+01,-1.989568901062011719e+01,5.961068630218505859e+00
-2.549689635634422302e-02,-2.156597189605236053e-02,9.606251120567321777e-01,-1.796631142497062683e-03,-3.032432869076728821e-04,-2.667182125151157379e-04,-2.765598106384277344e+01,-1.989723205566406250e+01,6.109208106994628906e+00
-2.478202991187572479e-02,-2.738151513040065765e-02,9.549876451492309570e-01,-2.272629411891102791e-03,7.426450029015541077e-04,7.782899774610996246e-04,-2.767076492309570312e+01,-1.989065551757812500e+01,6.227268695831298828e+00
-2.359058521687984467e-02,-2.932002954185009003e-02,9.554386734962463379e-01,3.785856533795595169e-04,1.763331238180398941e-03,-2.790451981127262115e-04,-2.768259239196777344e+01,-1.988539314270019531e+01,6.321717262268066406e+00
-2.978609316051006317e-02,-2.447374351322650909e-02,9.561151266098022461e-01,1.927334815263748169e-03,3.278713207691907883e-03,7.662600837647914886e-04,-2.769579124450683594e+01,-2.002293777465820312e+01,6.394205093383789062e+00
-2.525860629975795746e-02,-1.938514411449432373e-02,9.554386734962463379e-01,3.438764717429876328e-03,1.122545916587114334e-03,1.786377280950546265e-03,-2.770635032653808594e+01,-2.013297462463378906e+01,6.452195167541503906e+00
-2.883293852210044861e-02,-1.890051551163196564e-02,9.597231149673461914e-01,1.278740586712956429e-03,-9.816656820476055145e-04,1.224041450768709183e-03,-2.785351371765136719e+01,-2.008620262145996094e+01,6.362179756164550781e+00
-2.478202991187572479e-02,-2.495837211608886719e-02,9.556641578674316406e-01,-2.906396985054016113e-03,-3.035173285752534866e-03,-3.633252345025539398e-04,-2.797124481201171875e+01,-2.004878425598144531e+01,6.290167808532714844e+00
-2.621176093816757202e-02,-2.326217293739318848e-02,9.592721462249755859e-01,-1.797782257199287415e-03,-1.404164358973503113e-03,-3.545703366398811340e-04,-2.791966629028320312e+01,-1.986404609680175781e+01,6.654515743255615234e+00
-2.811807207763195038e-02,-2.616994455456733704e-02,9.547621607780456543e-01,8.419905789196491241e-04,1.226123422384262085e-03,1.211845315992832184e-03,-2.787840270996093750e+01,-1.971625518798828125e+01,6.945993900299072266e+00
-2.287571877241134644e-02,-2.059671469032764435e-02,9.615271091461181641e-01,2.379573415964841843e-03,2.235159277915954590e-03,1.182644162327051163e-03,-2.799115562438964844e+01,-1.975282669067382812e+01,6.757218837738037109e+00
-3.002438135445117950e-02,-2.544300071895122528e-02,9.585956335067749023e-01,-7.935091853141784668e-04,1.662009395658969879e-03,1.155654899775981903e-04,-2.808135795593261719e+01,-1.978208351135253906e+01,6.606198787689208984e+00
-2.549689635634422302e-02,-2.471605874598026276e-02,9.570171236991882324e-01,-2.550978679209947586e-04,-4.552011378109455109e-04,6.320714019238948822e-04,-2.815747070312500000e+01,-1.994419670104980469e+01,6.622015476226806641e+00
-2.692662738263607025e-02,-2.253522910177707672e-02,9.615271091461181641e-01,-1.287532038986682892e-03,5.943486467003822327e-04,6.168405525386333466e-04,-2.821836090087890625e+01,-2.007388687133789062e+01,6.634668827056884766e+00
-2.525860629975795746e-02,-2.544300071895122528e-02,9.543111324310302734e-01,-1.256507122889161110e-03,-4.585538990795612335e-04,1.121267676353454590e-03,-2.812066841125488281e+01,-2.003197860717773438e+01,6.647637367248535156e+00
-2.954780496656894684e-02,-2.253522910177707672e-02,9.567916393280029297e-01,3.316418733447790146e-04,7.178634405136108398e-05,-4.636226221919059753e-04,-2.804251480102539062e+01,-1.999845123291015625e+01,6.658012390136718750e+00
-2.597347274422645569e-02,-2.665457315742969513e-02,9.556641578674316406e-01,-1.956401392817497253e-04,-1.487814821302890778e-03,-4.524509422481060028e-04,-2.840094757080078125e+01,-1.969374084472656250e+01,6.952538490295410156e+00
-2.930951490998268127e-02,-1.938514411449432373e-02,9.626545906066894531e-01,-1.909260172396898270e-04,1.663778908550739288e-03,5.970327183604240417e-04,-2.868769264221191406e+01,-1.944997215270996094e+01,7.188159465789794922e+00
-2.859464846551418304e-02,-2.471605874598026276e-02,9.518306851387023926e-01,-1.224906416609883308e-03,6.581610068678855896e-05,6.335601210594177246e-05,-2.864211082458496094e+01,-1.968460083007812500e+01,6.808176517486572266e+00
